year,category,state,pledge_total,pledge_avg,goal_total,goal_avg,count,backers
2017,Dance,failed,72948.04,544.3883582,2067895.68,15432.05731,134,1139
2017,Dance,successful,1299488.99,5933.73968,1173379.88,5357.898995,219,13280
2017,Design,canceled,5103089.25,5354.763116,32342091.99,33937.13745,953,43106
2017,Design,failed,6076744.95,2403.775692,92689381.32,36665.10337,2528,61679
2017,Design,successful,155766976.3,65119.97335,33665779.51,14074.32254,2392,1377999
2017,Fashion,canceled,925897.05,1893.45,9515072.49,19458.22595,489,7511
2017,Fashion,failed,2269608.74,919.9873287,59090649.88,23952.43206,2467,23052
2017,Fashion,successful,22429675.04,18943.9823,8863195.48,7485.806993,1184,209844
2017,Film & Video,canceled,1020494.36,1858.823971,96365245.71,175528.6807,549,10150
2017,Film & Video,failed,3334077.48,1124.857449,777954796.2,262467.88,2964,34859
2017,Film & Video,successful,29547316.28,14584.06529,22811936.87,11259.59372,2026,301666
2017,Food,canceled,288686.35,1097.66673,12805540.15,48690.26673,263,2965
2017,Food,failed,1953012.45,892.1939013,79104244.71,36137.16067,2189,23246
2017,Food,successful,15790871.95,21139.05214,9606208.06,12859.71628,747,138248
2017,Games,canceled,4772347.13,4092.922067,37645449.25,32285.97706,1166,73148
2017,Games,failed,4476015.31,1611.81682,85802951.79,30897.714,2777,90153
2017,Games,successful,161987634.2,54541.29096,31733433.84,10684.65786,2970,2049793
2017,Journalism,canceled,43739.4,533.4073171,1754604.32,21397.61366,82,565
2017,Journalism,failed,228961.5,520.3670455,120974560.5,274942.183,440,3572
2017,Journalism,successful,1504881.75,11943.50595,1189495.93,9440.443889,126,20364
2017,Music,canceled,133297.49,383.0387644,10032245.92,28828.29287,348,2179
2017,Music,failed,1300552.56,554.3702302,56691910.87,24165.3499,2346,17669
2017,Music,successful,19669331.66,8812.424579,15265834.55,6839.531608,2232,270212
2017,Photography,canceled,200457.09,2110.074632,2136899.35,22493.67737,95,1994
2017,Photography,failed,527561.27,904.9078388,7241008.66,12420.25499,583,7038
2017,Photography,successful,6123048.16,16459.80688,3002015.97,8069.935403,372,54613
2017,Publishing,canceled,302538.9,643.6997872,10004632.8,21286.45277,470,4618
2017,Publishing,failed,1898642.7,652.2304019,57934883.79,19902.05558,2911,31821
2017,Publishing,successful,22848700.63,12095.65941,12585437.13,6662.48657,1889,380419
2017,Technology,canceled,5161319.25,5786.232343,89371890.87,100192.7028,892,29093
2017,Technology,failed,6752503.82,1722.577505,279980797.1,71423.67272,3920,59814
2017,Technology,successful,130059073.7,103798.1434,29512035.32,23553.10081,1253,864126
2017,Theater,canceled,32033.47,533.8911667,2987371.13,49789.51883,60,423
2017,Theater,failed,208270.3,614.3666667,21588767.94,63683.68124,339,2581
2017,Theater,successful,3033937.01,5995.922945,2723274.35,5381.965119,506,34861
